rank,objective_value,ring_a,ring_b,total_size
729,76786.5314280130,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_15,16
730,76777.4171112146,flange_ring_tilt_all_-60,upperarm_ring_tilt_all_45,16
731,76767.2437524836,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_45,16
732,76696.8534710925,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.26,16
733,76694.7946752818,base_cap_tilt_all_0,upperarm_ring_x_-0.41,16
734,76683.3595480815,flange_ring_tilt_all_-10,upperarm_cap_1_tilt_all_-10,16
735,76668.4833835443,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_0,16
736,76655.4537007704,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_0,16
737,76650.8695521927,upperarm_ring_tilt_all_30,wrist_cap_2_tilt_all_0,16
738,76633.8809507501,forearm_cap_1_tilt_all_15,upperarm_ring_x_-0.36,16
739,76633.6172630014,base_cap_tilt_all_-15,wrist_cap_1_tilt_all_-60,16
740,76609.9512200924,flange_ring_tilt_all_-15,wrist_cap_2_tilt_all_0,16
741,76595.1841998913,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.51,16
742,76581.5663227605,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_-15,16
743,76571.5917131560,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.25,16
744,76565.8669954891,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_30,16
745,76522.3152423612,forearm_ring_x_-0.15,upperarm_ring_tilt_all_60,16
746,76514.6835452798,forearm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_10,16
747,76512.9990579811,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.51,16
748,76486.4431693456,base_cap_tilt_all_-10,upperarm_ring_x_-0.41,16
749,76485.2431039373,forearm_cap_2_tilt_all_45,upperarm_ring_tilt_all_45,16
750,76484.1124960645,forearm_cap_2_tilt_all_0,forearm_ring_x_-0.50,16
751,76477.8245514224,forearm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_15,16
752,76468.6061343126,flange_ring_tilt_all_-45,forearm_cap_1_tilt_all_0,16
753,76454.6357243237,upperarm_ring_tilt_all_30,wrist_cap_2_tilt_all_10,16
754,76442.6409427703,base_cap_tilt_all_-45,flange_ring_tilt_all_-60,16
755,76437.0882951456,base_cap_tilt_all_-60,upperarm_ring_tilt_all_0,16
756,76437.0882951456,base_cap_tilt_all_-60,upperarm_ring_x_-0.11,16
757,76415.6260264262,upperarm_ring_tilt_all_30,upperarm_ring_tilt_all_45,16
758,76413.4023615010,base_cap_tilt_all_0,wrist_cap_1_tilt_all_-10,16
759,76407.8142564229,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-30,16
760,76355.6521933267,base_cap_tilt_all_-60,upperarm_ring_x_-0.36,16
761,76317.2723479462,forearm_ring_x_-0.25,upperarm_ring_tilt_all_45,16
762,76303.7624856363,base_cap_tilt_all_0,wrist_cap_1_tilt_all_-45,16
763,76298.7379585929,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-15,16
764,76286.6539878918,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_45,16
765,76245.2094821732,forearm_cap_2_tilt_all_0,forearm_ring_x_-0.35,16
766,76222.2492771225,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,16
767,76216.5810925544,upperarm_ring_tilt_all_30,wrist_cap_2_tilt_all_15,16
768,76108.0846025551,base_cap_tilt_all_-45,upperarm_cap_2_tilt_all_-45,16
769,76098.6070480491,forearm_ring,upperarm_ring_tilt_all_60,16
770,76098.6070480491,forearm_ring_x_-0.10,upperarm_ring_tilt_all_60,16
771,76081.1478997469,forearm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,16
772,76078.3364905293,base_cap_tilt_all_-15,upperarm_ring_x_-0.41,16
773,76078.2444725267,base_cap_tilt_all_-15,upperarm_cap_1_tilt_all_-30,16
774,76029.5452682915,base_cap_tilt_all_-15,forearm_ring_x_-0.20,16
775,76026.8274128999,forearm_cap_2_tilt_all_0,upperarm_ring_x_-0.36,16
776,76024.9518433904,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,16
777,76022.9970501879,base_cap_tilt_all_-15,forearm_ring_x_-0.15,16
778,76008.5735125912,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_30,16
779,76006.9860742956,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_30,16
780,75974.1728648979,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-15,16
781,75938.8567636592,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.36,16
782,75933.5508581344,forearm_cap_2_tilt_all_10,wrist_cap_2_tilt_all_10,16
783,75897.5262887169,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-30,16
784,75886.6502953860,forearm_cap_1_tilt_all_15,upperarm_ring_x_-0.31,16
785,75884.6148853159,base_cap_tilt_all_-15,forearm_ring_x_-0.25,16
786,75821.4280234388,forearm_ring_x_-0.20,upperarm_ring_tilt_all_45,16
787,75812.1439142178,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-10,16
788,75803.6142481908,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_15,16
789,75782.5821815078,base_cap_tilt_all_-60,forearm_ring_x_-0.45,16
790,75774.7608905936,base_cap_tilt_all_0,wrist_cap_1_tilt_all_0,16
791,75767.0375843411,upperarm_cap_2_tilt_all_0,upperarm_ring_x_-0.16,16
792,75765.2108929677,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_30,16
793,75713.8603123659,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_0,16
794,75713.8603123659,forearm_cap_1_tilt_all_0,upperarm_ring_x_-0.11,16
795,75694.5057963605,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.21,16
796,75676.7668347954,forearm_cap_1_tilt_all_10,upperarm_ring_x_-0.16,16
797,75651.0621233324,base_cap_tilt_all_-15,forearm_ring_x_-0.30,16
798,75629.3856412900,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_60,16
799,75595.1948902579,flange_ring_tilt_all_-15,upperarm_cap_1_tilt_all_-10,16
800,75567.8929180711,base_cap_tilt_all_-60,upperarm_ring_x_-0.41,16
801,75566.8498638467,base_cap_tilt_all_-15,forearm_ring,16
802,75566.8498638467,base_cap_tilt_all_-15,forearm_ring_x_-0.10,16
803,75546.1041814326,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-10,16
804,75541.1667069346,flange_ring_tilt_all_-45,forearm_cap_1_tilt_all_10,16
805,75525.6236930623,base_cap_tilt_all_-60,forearm_ring_x_-0.50,16
806,75517.8738565873,upperarm_ring_tilt_all_30,wrist_cap_2_tilt_all_30,16
807,75514.5259512102,forearm_cap_1_tilt_all_60,upperarm_cap_2_tilt_all_0,16
808,75489.1460236427,flange_ring_tilt_all_-30,upperarm_cap_2_tilt_all_0,16
809,75476.3026960318,forearm_ring_x_-0.15,upperarm_ring_tilt_all_45,16
810,75452.9623622871,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_0,16
811,75445.9295397306,forearm_cap_2_tilt_all_15,wrist_cap_2_tilt_all_10,16
812,75433.9151325315,base_cap_tilt_all_-15,forearm_ring_x_-0.35,16
813,75415.8991187992,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,16
814,75394.9196034541,base_cap_tilt_all_-30,forearm_ring_x_-0.55,16
815,75311.3914699991,base_cap_tilt_all_-15,forearm_ring_x_-0.40,16
816,75274.3757154609,forearm_cap_2_tilt_all_0,forearm_ring_x_-0.30,16
817,75271.1875554153,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_0,16
818,75268.0594016681,base_cap_tilt_all_-30,upperarm_cap_1_tilt_all_-45,16
819,75256.1475208573,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.50,16
820,75245.4042240649,forearm_cap_2_tilt_all_10,upperarm_ring_x_-0.46,16
821,75238.7998189828,base_cap_tilt_all_0,upperarm_ring_x_-0.36,16
822,75238.0857732252,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_60,16
823,75230.6233593290,flange_ring_tilt_all_-15,forearm_cap_2_tilt_all_30,16
824,75223.3618120727,forearm_cap_2_tilt_all_10,upperarm_ring_x_-0.51,16
825,75190.6235641589,flange_ring_tilt_all_0,upperarm_cap_1_tilt_all_-15,16
826,75176.0403099532,base_cap_tilt_all_-30,flange_ring_tilt_all_-75,16
827,75171.2087541927,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,16
828,75157.2941417847,base_cap_tilt_all_-15,forearm_ring_x_-0.45,16
829,75156.3545107556,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_15,16
830,75056.3630621775,base_cap_tilt_all_-60,forearm_ring_x_-0.40,16
831,75046.5730235432,forearm_cap_2_tilt_all_10,forearm_ring_x_-0.45,16
832,75039.9146448566,forearm_cap_2_tilt_all_0,upperarm_ring_x_-0.31,16
833,75000.1368866964,forearm_cap_2_tilt_all_10,wrist_cap_2_tilt_all_15,16
834,74962.7176742278,forearm_cap_1_tilt_all_15,upperarm_ring_x_-0.26,16
835,74946.6928536779,flange_ring_tilt_all_-10,wrist_cap_2_tilt_all_0,16
836,74939.2307811575,forearm_ring,upperarm_ring_tilt_all_45,16
837,74939.2307811575,forearm_ring_x_-0.10,upperarm_ring_tilt_all_45,16
838,74931.2030344141,base_cap_tilt_all_-10,wrist_cap_1_tilt_all_-60,16
839,74907.5468425337,forearm_cap_2_tilt_all_10,wrist_cap_1_tilt_all_-45,16
840,74889.3070441123,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,16
841,74860.6984161474,base_cap_tilt_all_-10,upperarm_ring_x_-0.36,16
842,74857.7228075272,base_cap_tilt_all_0,upperarm_cap_2_tilt_all_-30,16
843,74830.0547282107,base_cap_tilt_all_-60,upperarm_ring_x_-0.46,16
844,74780.3526370975,flange_ring_tilt_all_-45,upperarm_cap_1_tilt_all_0,16
845,74777.6551951508,flange_ring_tilt_all_0,upperarm_cap_2_tilt_all_-15,16
846,74763.4387183058,base_cap_tilt_all_-15,upperarm_ring_x_-0.36,16
847,74740.1857592659,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-45,16
848,74737.1962548743,wrist_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_0,16
849,74730.2142553385,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_10,16
850,74716.0547876006,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_45,16
851,74674.5574730605,flange_ring_tilt_all_-10,upperarm_cap_2_tilt_all_-10,16
852,74636.6308884986,forearm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_45,16
853,74632.9903771995,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.31,16
854,74584.7813557334,forearm_cap_2_tilt_all_10,forearm_ring_x_-0.40,16
855,74559.6997032040,wrist_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_10,16
856,74559.2941396998,base_cap_tilt_all_-10,upperarm_cap_1_tilt_all_-30,16
857,74528.0290224549,wrist_cap_1_tilt_all_-30,wrist_cap_2_tilt_all_0,16
858,74518.3994785208,base_cap_tilt_all_0,upperarm_ring_tilt_all_15,16
859,74517.1568625823,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_15,16
860,74513.1778037270,wrist_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_10,16
861,74508.5166126913,base_cap_tilt_all_-10,forearm_ring_x_-0.15,16
862,74486.9009011198,flange_ring_tilt_all_0,wrist_cap_2_tilt_all_60,16
863,74470.1394064568,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_15,16
864,74464.0026328150,wrist_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_0,16
865,74459.0390106948,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-45,16
866,74452.0013964656,base_cap_tilt_all_-10,forearm_ring_x_-0.20,16
867,74445.2380644447,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_0,16
868,74419.7422811544,forearm_cap_1_tilt_all_45,upperarm_ring_tilt_all_45,16
869,74419.1080969095,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-10,16
870,74410.0088327026,forearm_cap_2_tilt_all_10,upperarm_ring_x_-0.41,16
871,74403.4470822905,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.46,16
872,74400.3981674276,upperarm_ring_tilt_all_30,wrist_cap_1_tilt_all_-45,16
873,74343.1182026625,forearm_cap_1_tilt_all_10,wrist_cap_2_tilt_all_60,16
874,74332.3201248117,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_10,16
875,74285.2907493870,forearm_cap_2_tilt_all_0,forearm_ring_x_-0.25,16
876,74283.4750499089,base_cap_tilt_all_-15,forearm_ring_x_-0.50,16
877,74280.4452272297,wrist_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_15,16
878,74268.5432814876,base_cap_tilt_all_-45,upperarm_cap_1_tilt_all_-45,16
879,74266.2353917862,forearm_cap_2_tilt_all_60,upperarm_ring_tilt_all_60,16
880,74263.5905318271,base_cap_tilt_all_-10,forearm_ring_x_-0.25,16
881,74236.0331709970,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_60,16
882,74229.2611240990,forearm_cap_2_tilt_all_15,wrist_cap_2_tilt_all_15,16
883,74229.0449371220,forearm_cap_1_tilt_all_15,wrist_cap_2_tilt_all_45,16
884,74222.6240238142,wrist_cap_1_tilt_all_-30,wrist_cap_2_tilt_all_10,16
885,74201.0974452752,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.16,16
886,74200.4868871069,wrist_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_15,16
887,74166.8237731128,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_-60,16
888,74157.1459576576,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_0,16
889,74149.6716960921,wrist_cap_1_tilt_all_-30,wrist_cap_2_tilt_all_15,16
890,74140.9659760257,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.41,16
891,74128.2537375628,base_cap_tilt_all_-60,forearm_ring_x_-0.35,16
892,74125.3116437439,forearm_ring_x_-0.45,upperarm_cap_1_tilt_all_-10,16
893,74123.5377599395,base_cap_tilt_all_-60,upperarm_cap_1_tilt_all_-30,16
894,74123.3259403278,base_cap_tilt_all_-10,forearm_ring,16
895,74123.3259403278,base_cap_tilt_all_-10,forearm_ring_x_-0.10,16
896,74114.5475272564,flange_ring_tilt_all_-30,upperarm_ring_tilt_all_30,16
897,74104.7477261937,base_cap_tilt_all_0,flange_ring_tilt_all_-30,16
898,74069.8212002725,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_0,16
899,74069.8212002725,forearm_cap_1_tilt_all_10,upperarm_ring_x_-0.11,16
900,74068.5092289610,forearm_ring_x_-0.55,upperarm_ring_tilt_all_60,16
901,74044.5157750071,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_60,16
902,74043.9429443063,forearm_cap_2_tilt_all_15,wrist_cap_1_tilt_all_-45,16
903,74033.0305756984,forearm_ring_x_-0.50,upperarm_cap_1_tilt_all_-10,16
904,74032.6438948786,flange_ring_tilt_all_0,wrist_cap_1_tilt_all_-15,16
905,74006.5948373238,base_cap_tilt_all_-60,upperarm_ring_x_-0.51,16
906,74000.6961393185,forearm_cap_2_tilt_all_10,wrist_cap_2_tilt_all_30,16
907,73991.7319835382,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_-10,16
908,73990.6287221543,base_cap_tilt_all_-10,forearm_ring_x_-0.30,16
909,73977.1253328843,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-45,16
910,73969.8085827013,upperarm_cap_1_tilt_all_-45,upperarm_ring_tilt_all_60,16
911,73953.6559541636,base_cap_tilt_all_-15,flange_ring_tilt_all_-45,16
912,73945.0610218821,wrist_cap_1_tilt_all_-30,wrist_cap_2_tilt_all_30,16
913,73940.3471815149,base_cap_tilt_all_-15,upperarm_ring_tilt_all_15,16
914,73926.8384054239,forearm_cap_2_tilt_all_0,upperarm_ring_x_-0.26,16
915,73921.6042934810,flange_ring_tilt_all_0,wrist_cap_1_tilt_all_-10,16
916,73908.4126448481,forearm_cap_1_tilt_all_15,upperarm_ring_x_-0.21,16
917,73891.4239158938,base_cap_tilt_all_-10,upperarm_ring_tilt_all_15,16
918,73879.5165083080,forearm_cap_2_tilt_all_10,forearm_ring_x_-0.50,16
919,73868.2144761932,flange_ring_tilt_all_-75,upperarm_ring_tilt_all_60,16
920,73851.2384391724,upperarm_cap_2_tilt_all_-15,upperarm_ring_x_-0.46,16
921,73782.2653236532,forearm_cap_1_tilt_all_15,forearm_ring,16
922,73782.2653236532,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.10,16
923,73741.8232568103,forearm_cap_2_tilt_all_10,forearm_ring_x_-0.35,16
924,73734.2648626846,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_0,16
925,73734.2648626846,upperarm_cap_2_tilt_all_0,upperarm_ring_x_-0.11,16
926,73728.2344765865,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_30,16
927,73720.8405904333,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_-10,16
928,73714.2583969815,base_cap_tilt_all_-10,forearm_ring_x_-0.35,16
929,73712.9573869680,base_cap_tilt_all_0,upperarm_ring_x_-0.31,16
930,73703.5037098403,base_cap_tilt_all_-15,upperarm_ring_x_-0.31,16
931,73687.8115620457,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_0,16
932,73680.1372446397,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.36,16
933,73646.4310939514,forearm_cap_1_tilt_all_30,upperarm_ring_tilt_all_30,16
934,73639.3570261041,base_cap_tilt_all_-45,forearm_ring_x_-0.55,16
935,73638.3797969744,wrist_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,16
936,73637.0212089204,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-60,16
937,73618.3318954736,wrist_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,16
938,73606.4867582013,base_cap_tilt_all_-15,wrist_cap_2_tilt_all_60,16
939,73588.8842874189,base_cap_tilt_all_-60,wrist_cap_1_tilt_all_-60,16
940,73579.5091933176,forearm_cap_2_tilt_all_10,upperarm_ring_x_-0.36,16
941,73577.5821958001,forearm_cap_1_tilt_all_30,wrist_cap_1_tilt_all_-30,16
942,73477.2930676363,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-45,16
943,73468.5752265548,base_cap_tilt_all_-10,forearm_ring_x_-0.40,16
944,73462.9419009816,forearm_cap_1_tilt_all_30,wrist_cap_2_tilt_all_0,16
945,73461.0055345400,forearm_ring_x_-0.25,upperarm_cap_2_tilt_all_-10,16
946,73457.0995004459,forearm_ring_x_-0.30,upperarm_cap_2_tilt_all_-10,16
947,73434.9532690921,forearm_cap_2_tilt_all_30,wrist_cap_2_tilt_all_0,16
948,73427.5827692579,base_cap_tilt_all_-10,upperarm_ring_x_-0.31,16
949,73377.8969335575,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_60,16
950,73377.5603398206,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_-10,16
951,73358.5913938989,forearm_ring_x_-0.35,upperarm_cap_2_tilt_all_-10,16
952,73348.6754343092,forearm_cap_2_tilt_all_30,wrist_cap_1_tilt_all_-30,16
953,73340.4310764065,forearm_ring_x_-0.55,upperarm_ring_tilt_all_45,16
954,73322.2820244125,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.51,16
955,73320.3142432036,flange_ring_tilt_all_-30,wrist_cap_2_tilt_all_45,16
956,73315.8790680241,forearm_ring_x_-0.20,upperarm_cap_2_tilt_all_-10,16
957,73315.3358567039,upperarm_cap_2_tilt_all_-15,upperarm_ring_x_-0.41,16
958,73302.0499541247,forearm_cap_2_tilt_all_15,upperarm_ring_x_-0.46,16
959,73297.6999678895,flange_ring_tilt_all_0,wrist_cap_1_tilt_all_0,16
960,73287.0730117014,forearm_cap_2_tilt_all_15,upperarm_ring_x_-0.51,16
961,73276.6468896465,base_cap_tilt_all_-60,forearm_ring_x_-0.30,16
962,73273.5653486128,base_cap_tilt_all_-45,flange_ring_tilt_all_-75,16
963,73262.3632323290,forearm_cap_2_tilt_all_0,forearm_ring_x_-0.20,16
964,73222.5336331484,flange_ring_tilt_all_-15,upperarm_cap_2_tilt_all_-10,16
965,73214.8913220210,wrist_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,16
966,73205.3709696145,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.31,16
967,73197.0685111503,flange_ring_tilt_all_-75,upperarm_ring_tilt_all_45,16
968,73190.8971771853,forearm_ring_x_-0.40,upperarm_cap_2_tilt_all_-10,16
969,73189.3745315470,base_cap_tilt_all_-60,flange_ring_tilt_all_-45,16
970,73170.1749465302,base_cap_tilt_all_-10,forearm_ring_x_-0.45,16
971,73148.7178793102,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-45,16
972,73130.9801531835,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_10,16
973,73113.0780534695,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.26,16
974,73098.4415288872,forearm_cap_2_tilt_all_15,forearm_ring_x_-0.45,16
975,73090.8702355193,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_-10,16
976,73077.8898178499,forearm_cap_1_tilt_all_30,wrist_cap_1_tilt_all_0,16
977,73064.2653484853,flange_ring_tilt_all_-45,forearm_cap_1_tilt_all_15,16
978,72983.4938734237,forearm_ring_x_-0.15,upperarm_cap_2_tilt_all_-10,16
979,72958.3920246156,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_10,16
980,72940.1402456377,base_cap_tilt_all_0,wrist_cap_2_tilt_all_45,16
981,72926.6853920753,flange_ring_tilt_all_0,wrist_cap_1_tilt_all_-30,16
982,72911.2242542258,upperarm_cap_2_tilt_all_-15,upperarm_ring_x_-0.51,16
983,72883.1870650742,base_cap_tilt_all_-30,flange_ring_tilt_all_-90,16
984,72875.0784175905,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-10,16
985,72871.0659048416,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-60,16
986,72869.2010410221,forearm_cap_2_tilt_all_10,upperarm_ring_x_-0.31,16
987,72865.6470613106,forearm_ring_x_-0.45,upperarm_cap_2_tilt_all_-10,16
988,72855.1903625534,flange_ring_tilt_all_-30,upperarm_cap_1_tilt_all_-10,16
989,72849.3300866948,base_cap_tilt_all_-30,upperarm_cap_1_tilt_all_-60,16
990,72802.3690842092,forearm_cap_2_tilt_all_30,upperarm_ring_tilt_all_30,16
991,72797.7344802689,forearm_cap_2_tilt_all_0,upperarm_ring_x_-0.21,16
992,72794.4596530297,base_cap_tilt_all_-15,upperarm_ring_x_-0.26,16
993,72780.6803235465,forearm_cap_2_tilt_all_10,forearm_ring_x_-0.30,16
994,72699.9051012489,forearm_cap_2_tilt_all_15,upperarm_ring_tilt_all_15,16
995,72678.9386542825,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_60,16
996,72674.1183441735,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-10,16
997,72670.2537109082,flange_ring_tilt_all_0,upperarm_ring_x_-0.46,16
998,72669.4890994264,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_60,16
999,72654.7373226205,forearm_cap_2_tilt_all_15,forearm_ring_x_-0.40,16
1000,72615.9698470282,forearm_cap_2_tilt_all_15,upperarm_ring_x_-0.41,16
